,id,brand,car_model,type,desc,problem,datetime,status
160,573611,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度发动机熄火VTC执行器开裂,"A14,",2021-02-22,处理反馈
161,573606,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国V,一汽大众迈腾音响重低音时门板共振异响,"H134,H72,",2021-02-22,处理反馈
162,573603,上汽大众斯柯达,柯迪亚克,2017款 TSI330 两驱 豪华版 5座,斯柯达柯迪亚克变速箱紧急状态无法挂倒挡,"B20,B96,",2021-02-22,用户评分
163,573600,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾刹车盘异常磨损刹车时异响,"E43,E47,",2021-02-22,处理反馈
164,573596,一汽-大众,速腾,2015款 230TSI  自动 舒适型,一汽大众速腾轮速传感器故障导致故障灯亮,"H203,",2021-02-22,用户评分
165,573593,广汽丰田,汉兰达,2018款 2.0T 四驱 骑士版 7座 国VI,广汽丰田汉兰达车门胶条开裂 车顶有异响,"H15,H48,",2021-02-22,信息审核
166,573591,东风悦达起亚,起亚K3,2016款 1.6L 自动 GLS,东风悦达起亚K3方向管柱异响厂家拒绝更换,"D59,I297,",2021-02-22,处理反馈
167,573590,一汽-大众,迈腾,2017款 330TSI DSG 领先型,一汽大众迈腾变速箱机电单元故障希望处理,"B115,",2021-02-22,处理反馈
168,573587,广汽三菱,欧蓝德,2019款 2.4L 四驱 致享版 7座 国VI,广汽三菱欧蓝德敲缸爆震升级两次未解决,"A9,A18,B69,J298,",2021-02-22,厂家受理
169,573586,北京奔驰,奔驰GLC,2017款 300 4MATIC 动感型,北京奔驰GLC空调一侧出冷风另一侧出热风,"H101,",2021-02-22,信息审核
170,573585,广汽本田,皓影,2020款 240TURBO CVT 两驱 尊贵版,广汽本田皓影4S店违约延期交车 加收费用,"K307,L311,",2021-02-22,处理反馈
171,573584,长安汽车,长安CS55,2018款 1.5T 手动 炫色型 国V,长安CS55经销商保养发动机内部油泥严重,"N317,",2021-02-22,处理反馈
172,573582,长安福特,福睿斯,2015款 1.5L 自动 时尚型,长安福特福睿斯冷凝器泄漏导致不制冷,"H101,",2021-02-22,处理反馈
173,573580,昌河铃木,北斗星,2015款 1.4L 全能升级型,昌河铃木北斗星车身及后翼子板生锈严重,"H79,",2021-02-22,厂家受理
174,573576,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408发动机电子水温传感器损坏,"A191,",2021-02-22,用户评分
175,573574,吉利汽车,缤越,2020款 PRO 260T DCT Battle,吉利缤越提不到车4S店销售承诺未兑现,"L313,L312,L311,",2021-02-22,处理反馈
176,573569,林肯（进口）,林肯MKX,2017款 2.0T 两驱 尊享版,林肯MKX防动液渗入气缸导致发动机失火,"A24,A37,",2021-02-22,信息审核
177,573568,东风风行,风行T5L,2019款 1.5T CVT 豪华型 7座,东风风行T5L变速器故障导致车辆无法行驶,"B334,",2021-02-22,处理反馈
178,573567,宝马（进口）,宝马X4,2020款 xDrive25i M运动套装,进口宝马X4变速箱阀体损坏故障灯亮,"B96,B84,",2021-02-22,用户评分
179,573565,北京现代,途胜,2019款 280TGDi 双离合 两驱 智联版 国V,北京现代途胜多处异响 变速箱异响 饰板开裂,"B33,H168,H15,M283,",2021-02-22,信息审核
180,573563,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳变速箱拖挡共振 车身抖动,"B95,B69,",2021-02-22,处理反馈
181,573561,奇瑞汽车,风云2,2015款 1.5L 手动 新锐版,奇瑞风云2车身多处生锈希望尽快处理,"H79,",2021-02-22,处理反馈
182,573558,东南汽车,东南DX3,2016款 1.5L SRG 手动 尊贵型,东南DX3中控台及四个车门异响严重,"D59,H72,H93,",2021-02-22,处理反馈
183,573557,东风日产,天籁,2020款 2.0L XL Upper 智行版,东风日产天籁车载智联不能使用升级未解决,"H155,M279,",2021-02-22,处理反馈
184,573552,东风标致,标致408,2014款 1.8L 手动 领先版,东风标致408发动机烧机油影响正常用车,"A63,",2021-02-22,用户评分
185,573551,长安福特,锐际,2020款 EcoBoost 245 四驱 纵享款 ST-LINE,长安福特锐际右后刹车异响 全景影像蓝屏,"E43,H134,",2021-02-22,处理反馈
186,573549,奇瑞汽车,瑞虎8 PLUS,2021款 290TGDI DCT 豪耀版,奇瑞瑞虎8 PLUS中控台与车门有异响,"H72,H93,",2021-02-22,处理反馈
187,573547,长城汽车,哈弗H2,2017款 1.5T 手动 两驱豪华型 红标,哈弗H2 4S店维修转向系统损坏转向轴防尘罩,"J300,",2021-02-22,处理反馈
188,573546,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度起动机故障无法启动,"A44,",2021-02-22,处理反馈
189,573545,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳车灯不亮透镜裂痕雨刮异响,"H82,H60,H220,",2021-02-22,处理反馈
190,573544,江淮汽车,江淮iEV6E,2019款 运动版 iEV6E 豪华智能型 精装版,江淮iEV6E质保期内维修4S店不予提供代步车,"L314,",2021-02-22,处理反馈
191,573542,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 智尚版 国V,一汽丰田RAV4荣放左前半轴防尘套漏油,"G161,",2021-02-22,信息审核
192,573541,青岛解放,GH6,燃气牵引车,青岛解放GH6耗气量严重超标希望尽快处理,"A85,",2021-02-22,信息审核
193,573540,广汽丰田,雷凌,2021款 185T CVT 豪华版,广汽丰田雷凌4S店销售赠送加油卡与宣传不符,"L313,M279,",2021-02-22,信息审核
194,573539,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱机电单元故障4S店不保修,"B84,",2021-02-22,处理反馈
195,573538,一汽-大众,速腾,2015款 230TSI  自动 豪华型,一汽大众速腾发动机高压油泵异响厂家不解决,"A9,",2021-02-22,用户评分
196,573534,长城汽车,欧拉黑猫,2019款 女神版 351km,欧拉黑猫车内异味严重影响身体健康,"H185,",2021-02-22,处理反馈
197,573533,华晨中华,中华V7,2018款 280T DCT 豪华型 7座,华晨中华V7节气门故障厂家无配件,"A34,H170,N318,",2021-02-22,信息审核
198,573532,东风日产,启辰T60,2020款 1.6L CVT 智行版 国VI,东风日产启辰T60行驶时向右跑偏方向盘沉重,"D156,G117,",2021-02-22,信息审核
199,573529,凯翼汽车,凯翼X3,2018款 1.6L CVT 智享版 国V,凯翼X3中控屏出现闪屏黑屏现象,"H134,",2021-02-22,信息审核
200,573528,一汽-大众,速腾,2021款 280TSI DSG 豪华智联版,一汽大众速腾发动机故障报警 低开发票价格,"A34,K308,M315,",2021-02-22,用户评分
201,573523,一汽-大众奥迪,奥迪A4L,2016款 2.0T 自动 标准型,一汽大众奥迪A4L冷却液无故缺失,"A37,",2021-02-22,信息审核
202,573514,一汽丰田,亚洲龙,2019款 双擎 2.5L 豪华版 国Ⅵ,一汽丰田亚洲龙颠簸路面车门异响 内饰异响,"H72,H164,",2021-02-22,信息审核
203,573513,长安福特,蒙迪欧,2018款 EcoBoost 180 舒适型,长安福特蒙迪欧变速箱无法挂挡4S店无法解决,"B20,",2021-02-22,处理反馈
204,573510,一汽-大众,迈腾,2020款 330TSI DSG 豪华型,大众迈腾怠速发动机异响变速箱换挡异响,"A9,B33,",2021-02-22,处理反馈
205,573509,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳行驶过程中变速箱顿挫,"B19,",2021-02-22,用户评分
206,573506,长安福特,翼虎,2015款 2.0L GTDi 四驱尊贵型 5座,长安福特翼虎油箱加不满油 油耗高 动力不足,"A163,A85,H271,",2021-02-22,用户评分
207,573504,北京奔驰,奔驰GLC,2021款 GLC 300 L 4MATIC 动感型,北京奔驰GLC右后侧车窗玻璃无法上升,"H67,",2021-02-22,信息审核
208,573501,广汽丰田,凯美瑞,2009款 240G 自动 豪华版,广汽丰田凯美瑞中控台软化掉皮,"H157,",2021-02-22,信息审核
209,573499,BEIJING汽车,BEIJING-EX3,2019款 R600 劲尚版,BEIJING-EX3能量回收失效 导航无法升级,"H146,H21,",2021-02-22,处理反馈
210,573498,一汽-大众奥迪,奥迪A6L,2021款 40 TFSI 豪华动感型,一汽大众奥迪A6L座椅开线 发动机抖动熄火,"A24,A14,H168,",2021-02-22,信息审核
211,573496,奇瑞汽车,瑞虎8,2020款 290TGDI 自动 时尚版,奇瑞瑞虎8车灯盲区大影响行车安全,"Q322,",2021-02-22,处理反馈
212,573494,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳颗粒捕捉器堵塞 发动机异响,"A9,A163,A85,A114,",2021-02-22,处理反馈
213,573493,奇瑞捷豹路虎,发现神行,2018款 240PS SE版,奇瑞路虎发现神行电动后备箱出现异响,"H68,",2021-02-22,处理反馈
214,573489,一汽吉林,森雅R9,2018款 1.2T 自动 尊贵智悦型,一汽吉林森雅R9变速箱故障灯亮无法行驶,"B96,",2021-02-22,信息审核
215,573487,林肯（进口）,林肯MKZ,2017款 2.0H E-CVT 尊享版,进口林肯MKZ发动机防冻液渗漏质量差,"A24,A37,A191,",2021-02-22,信息审核
216,573486,广汽丰田,汉兰达,2018款 2.0T 两驱 尊贵版 7座 国VI,广汽丰田汉兰达锁车后右后轮附近有电机声音	,"G125,",2021-02-22,信息审核
217,573485,上汽集团,荣威350,2014款 1.5L 手动 迅驰版 350S,上汽荣威350正时链条拉长跳齿爬坡熄火,"A14,A45,",2021-02-22,用户评分
218,573484,一汽-大众,探岳,2019款 330TSI 四驱 豪华型 国V,一汽大众探岳大灯内部发白不亮影响行车安全,"H82,",2021-02-22,处理反馈
219,573483,东风雪铁龙,C4世嘉,2016款 1.6L 自动 舒适型,东风雪铁龙C4世嘉转向柱故障方向盘晃动,"D80,",2021-02-22,处理反馈
220,573481,众泰汽车,大迈X7,2017款 1.8T 手动 尊贵型,众泰大迈X7商家未兑现终身免费基础保养,"L313,",2021-02-22,信息审核
221,573478,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳转向异响 变速箱异响抖动,"A9,B33,B95,D59,I295,",2021-02-22,处理反馈
222,573477,上汽大众斯柯达,速派,2016款 TSI330 DSG 智行版,斯柯达速派变速箱控制单元故障要求解决,"B115,",2021-02-22,处理反馈
223,573474,一汽丰田,卡罗拉,2017款 1.2T S-CVT GL-i 改款,一汽丰田卡罗拉中控台开裂一直未解决,"H176,",2021-02-22,信息审核
224,573471,广汽丰田,雷凌,2021款 185T CVT 运动版,广汽丰田雷凌低速加速时变速箱顿挫异响,"B33,B19,",2021-02-22,信息审核
225,573470,东风风行,风行S50EV,2018款 EV 豪华型,东风风行S50EV快充高压线损坏 刹车失灵,"E29,H340,",2021-02-22,处理反馈
226,573466,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜变速箱故障跳挡厂家无配件,"B27,N318,",2021-02-22,信息审核
227,573459,一汽-大众奥迪,奥迪Q5,2015款 40 TFSI 技术型 5座,一汽大众奥迪Q5防冻液水壶发生开裂,"H168,",2021-02-22,信息审核
228,573458,东风标致,标致308,2018款 1.6L 自动 豪华版,东风标致308后备箱开合过程中铰链挂钩变形,"H68,I292,",2021-02-22,用户评分
229,573444,一汽-大众,捷达,2012款 1.6 手动 典藏版,一汽大众捷达全车车身生锈腐烂要求处理,"H79,",2021-02-22,处理反馈
230,573443,华晨宝马,宝马X1,2020款 sDrive25Li 领先型,华晨宝马X1内饰雨刮器刹车异响安全带未报警,"E43,H164,H60,H118,",2021-02-22,处理反馈
231,573439,广汽丰田,雷凌,2018款 185T CVT 尊贵版 国VI,广汽丰田雷凌中控台异响底盘前悬挂多处生锈,"H79,H93,",2021-02-22,信息审核
232,573437,广汽乘用车,传祺GS7,2017款 280T 两驱 豪华型,广汽传祺GS7制动系统故障店内不解决问题,"E269,I295,I281,",2021-02-22,信息审核
233,573436,东风本田,本田CR-V,2021款 240TURBO CVT 两驱 舒适版,东风本田CR-V出现发动机机油增多,"A339,",2021-02-22,用户评分
234,573435,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L变速箱机电单元故障,"B115,",2021-02-22,处理反馈
235,573434,一汽-大众奥迪,奥迪Q5,2017款 Plus 40 TFSI 动感型,一汽大众奥迪Q5节温器漏冷却液,"A37,",2021-02-22,信息审核
236,573429,吉利汽车,帝豪GL,2018款 1.4T 手动 精英智联型,吉利帝豪GL变速箱轴承损坏出现异响,"B33,B77,",2021-02-22,处理反馈
237,573427,福特（进口）,探险者（进口）,2017款 2.3T 风尚版,进口福特探险者变速箱异响顿挫无法换挡,"B33,B19,B20,",2021-02-22,厂家受理
238,573426,东风日产,逍客,2017款 2.0L CVT 智享版 国VI,东风日产逍客传感器故障加速无力熄火怠速高,"A14,A35,A160,H234,",2021-02-22,处理反馈
239,573424,广汽本田,缤智,2017款 1.8L CVT 两驱 先锋型,广汽本田缤智冷车启动后发动机异响,"A9,",2021-02-21,处理反馈
240,573423,东风标致,标致3008,2015款 1.6THP 自动 潮流版,东风标致3008发动机气门室盖漏油,"A12,",2021-02-21,处理反馈
241,573420,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408发动机动力输出不平稳,"A255,",2021-02-21,处理反馈
242,573419,东风日产,轩逸,2018款 1.6XE CVT 舒适版,东风日产轩逸变速箱异响要求延长质保,"B33,",2021-02-21,处理反馈
243,573418,长安铃木,骁途,2017款 1.6L 手动 两驱 都市时尚型,长安铃木骁途低温无法启动厂家不解决问题,"A44,I295,",2021-02-21,信息审核
244,573417,一汽丰田,卡罗拉,2021款 1.2T S-CVT 精英版,一汽丰田卡罗拉发动机机油有汽油味且增多,"A339,",2021-02-21,信息审核
245,573416,一汽-大众奥迪,奥迪A4L,2020款 40 TFSI 时尚动感型,一汽大众奥迪A4L冷启动怠速及驻车时抖动,"A24,",2021-02-21,信息审核
246,573412,华晨宝马,宝马5系,2020款 530Li 领先型 豪华套装,华晨宝马5系方向机异响4S店不予索赔,"D265,I297,",2021-02-21,信息审核
247,573408,东风悦达起亚,智跑,2018款 2.0L 自动 智享豪华版,东风悦达起亚智跑4S店更换前风挡裂纹漏水,"H109,H113,J303,",2021-02-21,处理反馈
248,573405,广汽本田,缤智,2015款 1.5L CVT 两驱舒适型,广汽本田缤智变速箱漏油 发动机异响,"A9,B22,G204,J299,",2021-02-21,处理反馈
249,573404,一汽-大众,宝来,2021款 1.5L 自动 舒适智联版,一汽大众宝来蓝牙及USB均无法播放音乐,"H134,",2021-02-21,处理反馈
250,573402,长城汽车,炮,2019款 2.0T 商用版 手动 两驱 精英型 长箱 GW4D20M 柴油,长城炮发动机涡轮增压器损坏 售后不予质保,"A189,I297,",2021-02-21,用户评分
251,573401,上汽大众斯柯达,速派,2016款 TSI280 DSG 创行版,斯柯达速派夏季暴晒后车内异味很大,"H185,",2021-02-21,处理反馈
252,573400,东风日产,蓝鸟,2018款 1.6L CVT 智酷潮音版,东风日产蓝鸟行驶时忽然失控导致事故,"D57,",2021-02-21,处理反馈
253,573399,大众（进口）,高尔夫（进口）,2011款 1.4TSI DSG Cross Golf,进口大众高尔夫发动机活塞爆裂 DVD损坏,"A63,A163,H134,H151,",2021-02-21,信息审核
254,573398,北京奔驰,奔驰E级,2012款 300 L 优雅型,北京奔驰E级车辆碰撞后安全气囊未弹开,"H55,",2021-02-21,处理反馈
255,573397,奇瑞汽车,艾瑞泽5,2020款 1.5L CVT 运动版,奇瑞艾瑞泽5变速箱漏油更换后抖动,"B22,B95,",2021-02-21,用户评分
256,573393,陆风汽车,陆风X7,2015款 2.0T 全景尊贵版,陆风X7发动机故障灯亮 变速箱顿挫,"A34,B19,",2021-02-21,信息审核
257,573389,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁转向及中控台有电流声,"D59,H93,",2021-02-21,处理反馈
258,573388,东风日产,启辰R50X,2015款 1.6L 手动 豪华版,启辰R50X发动机漏防冻液维修未解决,"A37,",2021-02-21,信息审核
259,573384,一汽-大众,迈腾,2013款 1.8TSI 领先型,一汽大众迈腾挂挡后车辆无法正常行驶,"B334,",2021-02-21,处理反馈
260,573383,上汽集团,荣威360,2018款 1.5L 手动 尊享版 PLUS,上汽荣威360行驶时仪表盘有异响 A柱异响,"H15,H202,",2021-02-21,处理反馈
261,573382,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾行驶中变速箱无倒挡和偶数挡,"B20,",2021-02-21,处理反馈
262,573379,长城汽车,炮,2020款 2.0T 商用版 自动 柴油 两驱 精英型 长箱 GW4D20M,长城炮发动机故障灯频繁出现导致车辆限速,"A34,",2021-02-21,处理反馈
263,573378,广汽菲克Jeep,大指挥官,2020款 2.0T 两驱 精英版,广汽菲克Jeep大指挥官置换补贴一直未兑现,"L313,",2021-02-21,厂家受理
264,573377,长城汽车,风骏7,2020款 2.0T 柴油 两驱 新冠军版 公务型 小双 4D20M,长城风骏7涡轮增压器渗油4S店不予理赔,"A12,A189,I297,",2021-02-21,处理反馈
265,573375,江铃福特,全顺,2017款 2.0T 多功能商用车 中轴 中顶 国IV 柴油,江铃福特全顺三元催化器故障导致故障灯亮,"H54,",2021-02-21,信息审核
266,573373,上汽大众,凌渡,2015款 330TSI DSG 豪华版,上汽大众凌渡车内隔音棉有严重的异味,"H185,",2021-02-21,处理反馈
267,573371,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳多次提示冷却液减少希望处理,"A191,",2021-02-21,处理反馈
268,573370,领克,领克02,2019款 2.0T 自动 两驱 劲Pro版 国VI 高能版,领克02发动机启动困难影响正常使用,"A44,",2021-02-21,处理反馈
269,573363,一汽-大众奥迪,奥迪A3,2020款 Sportback 35 TFSI 进取型 国VI,一汽大众奥迪A3自动启停报警 转向失灵导致事故,"D57,H263,",2021-02-21,信息审核
270,573359,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408发动机烧机油 悬挂下支臂异响,"A63,G56,",2021-02-21,处理反馈
271,573358,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 进取型,捷达VS5原地转向异响 右前减震器颠簸异响,"D59,G52,",2021-02-21,处理反馈
272,573356,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度车身生锈希望尽快处理,"H79,",2021-02-21,处理反馈
273,573354,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L变速箱机电单元故障,"B115,",2021-02-21,用户评分
274,573352,长安福特,锐际,2020款 EcoBoost 245 两驱 聪慧嘉享款,长安福特锐际变速箱顿挫座椅异响严重,"B33,B19,H134,H67,H169,H60,",2021-02-21,厂家受理
275,573349,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳大灯发白 亮度不足,"H82,",2021-02-21,用户评分
276,573348,广汽三菱,欧蓝德,2020款 2.4L 四驱 致享版 5座,广汽三菱欧蓝德方向盘抖动 发动机噪音大,"A38,D80,",2021-02-21,厂家受理
277,573345,广汽菲克菲亚特,菲翔,2012款 1.4T 自动 劲享版,广汽菲亚特菲翔里程表闪烁无时间显示,"H202,",2021-02-21,厂家受理
278,573344,长安福特,锐际,2020款 EcoBoost 245 两驱 聪慧悦享款,长安福特锐际停放几天后远程启动无法使用,"H146,H155,",2021-02-21,用户评分
279,573343,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 进取型,捷达VS5定速巡航异常 右后门密封条老化,"H79,H48,H253,",2021-02-21,处理反馈
280,573342,上汽通用五菱,宝骏310W,2017款 1.5L 手动 时尚型 国VI,宝骏310W出现交通事故气囊未弹开,"H55,",2021-02-21,处理反馈
281,573339,长安福特,锐际,2020款 EcoBoost 245 四驱 嘉享款,长安福特锐际左侧行车灯模块损坏,"H64,",2021-02-21,处理反馈
282,573337,东风日产,逍客,2019款 2.0L CVT 豪华版,东风日产逍客怠速突然升高 故障灯亮,"A34,",2021-02-21,处理反馈
283,573336,华晨宝马,宝马5系,2021款 525Li M运动套装,华晨宝马5系空调无法制冷存在质量问题,"H101,",2021-02-21,信息审核
284,573335,北京现代,名图,2016款 1.8L 自动 智能型GLS,北京现代名图主驾驶遮阳板断裂希望厂家处理,"H168,",2021-02-21,处理反馈
285,573333,长安汽车,长安欧尚A600,2016款 1.5L 豪华型 7座,长安欧尚A600漆面起泡 车身锈穿,"H79,H81,",2021-02-21,处理反馈
286,573332,奇瑞汽车,瑞虎7,2020款 1.5T CVT 豪华型,奇瑞瑞虎7车灯起雾进水希望厂家处理,"H88,H220,",2021-02-21,用户评分
287,573331,华晨宝马,宝马X1,2018款 sDrive18Li 尊享型,华晨宝马X1踩刹车时异响希望厂家处理,"E43,",2021-02-21,信息审核
288,573329,吉利汽车,缤越,2020款 PRO 240T DCT 猎手,吉利缤越4S店贷款购车月供金额有欺诈嫌疑,"K307,",2021-02-21,用户评分
289,573327,华晨宝马,宝马X3,2021款 xDrive28i M运动套装,华晨宝马X3热管理模块故障导致冷却液泄漏,"A37,A191,",2021-02-21,信息审核
290,573325,北京奔驰,奔驰GLC,2021款 GLC 260 L 4MATIC 动感型,北京奔驰GLC发动机启动困难希望换车,"A44,",2021-02-21,处理反馈
291,573324,上汽大众,途观L,2017款 330TSI 两驱 旗舰版,上汽大众途观L变速箱处于紧急运行模式,"B115,",2021-02-21,处理反馈
292,573312,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾刹车盘异常磨损异响 刹车软,"E43,E269,E47,",2021-02-21,处理反馈
293,573310,一汽-大众,一汽-大众CC,2021款 330TSI 上市特别版,一汽大众CC新车发动机抱瓦异响抖动,"A9,A24,A328,",2021-02-21,用户评分
294,573303,东风雪铁龙,雪铁龙C4L,2015款 1.2T 自动 尊贵版,东风雪铁龙C4L召回更换正时皮带后烧机油,"A63,Q323,",2021-02-21,信息审核
295,573299,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客漆面起泡疑似出售问题车,"H81,M284,",2021-02-21,处理反馈
296,573295,东风日产,奇骏,2019款 2.0L CVT 舒适版 5座 2WD,东风日产奇骏排气管冒黑烟变速箱顿挫,"A114,B19,",2021-02-21,处理反馈
297,573291,一汽海马,福美来,2017款 1.6L 自动 豪华型,一汽海马福美来发动机异响厂家拒绝质保,"A9,L314,",2021-02-21,信息审核
298,573290,长安跨越,跨越王X1,2018款 1.2L 标准型 单排 后双轮 加长货箱 LJ469Q-AEB,长安跨越王X1车身高度不一致要求换车,"G204,",2021-02-21,用户评分
299,573288,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国V,一汽大众迈腾变速箱故障要求延长质保,"B115,",2021-02-21,信息审核
300,573287,东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲智版,雪铁龙C4L发动机烧机油 后视镜折叠电机故障,"A63,H211,",2021-02-21,处理反馈
301,573286,江淮汽车,瑞风S4,2020款 1.5T CVT 超越型,江淮瑞风S4发动机噪音大希望处理,"A38,",2021-02-21,处理反馈
302,573285,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞底盘生锈 天窗异响,"A12,H79,H89,",2021-02-21,信息审核
303,573284,东风本田,本田UR-V,2017款 370TURBO 两驱 尊贵版 国V,东风本田UR-V发动机冷启动异响厂家未解决,"A9,",2021-02-21,处理反馈
304,573281,东风日产,轩逸,2018款 1.6XV CVT 尊享版,东风日产轩逸变速箱顿挫异响希望厂家处理,"B33,B19,",2021-02-21,处理反馈
305,573280,吉利新能源,嘉际新能源,2019款 1.5TD PHEV 耀享型,吉利嘉际新能源购车时承诺赠送充电桩未兑现,"I293,L313,",2021-02-21,处理反馈
306,573277,吉利汽车,缤瑞,2018款 14T CVT 缤致版,吉利缤瑞车门生锈4S店使用非原厂配件,"H79,N319,",2021-02-21,处理反馈
307,573276,一汽-大众奥迪,奥迪Q5,2015款 40 TFSI 舒适型 5座,一汽大众奥迪Q5水泵节温器漏水有缺陷,"A37,",2021-02-21,信息审核
308,573274,一汽-大众奥迪,奥迪A4L,2020款 40 TFSI 豪华动感型,一汽大众奥迪A4L前大灯内部出现熔化痕迹,"H220,",2021-02-21,信息审核
309,573272,上汽大众,途观,2016款 280TSI 自动 两驱 丝绸之路风尚版,上汽大众途观底盘异响严重影响驾驶,"G56,",2021-02-21,处理反馈
310,573270,北京现代,菲斯塔,2019款 280TGDi 智速版 国V,北京现代菲斯塔方向盘异响希望厂家处理,"D59,",2021-02-21,处理反馈
311,573269,华晨鑫源,小海狮X30,2020款 1.5L 超享型 国VI SWC15M,金杯小海狮X30发动机第四缸缺缸,"A24,",2021-02-21,信息审核
312,573265,东风日产,轩逸,2020款 改款 1.6L XL CVT 悦享版,东风日产轩逸变速箱失速自动熄火,"A14,B246,",2021-02-21,处理反馈
313,573258,上汽通用五菱,宝骏530,2020款 1.5T CVT 尊贵互联型 6座,宝骏530发动机故障灯亮希望厂家处理问题,"A34,",2021-02-21,处理反馈
314,573254,东风标致,标致408,2018款 350THP 自动 豪华版,东风标致408发动机抖动希望厂家质保,"A24,A191,",2021-02-21,处理反馈
315,573250,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜变白通透性差车灯不亮,"H82,",2021-02-21,处理反馈
316,573249,长安福特,锐界,2016款 EcoBoost 245 两驱 精锐型,长安福特锐界行驶中右前半轴异响,"G56,",2021-02-21,处理反馈
317,573248,一汽-大众,宝来,2016款 1.6L 手动 舒适型,一汽大众宝来车内异味严重无法去除,"H185,",2021-02-21,处理反馈
